PROVINCE,REGION,SECTOR,TSIC-2_dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS_SIZE,NUMBER_of_MSME,DATA_SOURCE,YEAR,is_return,is_cancellation,is_outlier,revenue
Ratchaburi,West,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,48,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,262,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,70,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,234,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,46,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,99,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,J,50,Information and communication,5055,Information and communication - small establishments,Small,25,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,113,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,141,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,171,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,47,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,233,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,48,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,196,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,46,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,86,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,J,50,Information and communication,5055,Information and communication - small establishments,Small,18,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,99,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,22,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Phetchaburi,West,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,133,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,160,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,205,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,50,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,177,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,69,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,J,50,Information and communication,5055,Information and communication - small establishments,Small,19,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,86,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,21,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Prachuap Khiri Khan,West,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,205,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,257,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,59,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,289,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,71,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,216,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,102,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,J,50,Information and communication,5055,Information and communication - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,143,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Si Thammarat,South,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,212,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,278,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,283,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,62,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,220,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,120,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,J,50,Information and communication,5055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Surat Thani,South,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,149,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
