customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,delay_risk_band,discount_band
PC100719,2024-06-18,metro,premium,social,32,196,86.81,7,12,1,0.064,21.28,0.204,40.9,0.068,0.953,23.8,0,watch,healthy
PC100720,2024-07-13,metro,plus,paid_search,18,171,33.36,11,16,1,0.102,11.29,0.243,100.0,0.152,0.891,10.2,0,low,healthy
PC100721,2024-12-01,metro,premium,paid_search,55,30,89.17,11,13,0,0.129,26.95,0.083,62.3,0.066,1.194,24.6,1,watch,low
PC100722,2024-04-18,metro,plus,referral,33,257,55.91,5,5,0,0.12,12.41,0.221,71.1,0.069,1.109,24.1,0,low,healthy
PC100723,2024-09-15,rural,basic,social,52,107,61.55,3,8,2,0.063,16.51,0.258,48.0,0.062,1.09,35.9,1,low,healthy
PC100724,2024-12-23,suburban,plus,social,45,8,68.07,10,15,1,0.095,16.72,0.051,57.9,0.051,0.858,18.0,1,low,low
PC100725,2023-11-07,rural,basic,referral,39,420,46.68,8,12,0,0.229,17.59,0.33,44.9,0.024,1.13,30.0,0,low,healthy
PC100726,2024-10-07,suburban,premium,organic,30,85,50.58,6,15,0,0.084,12.65,0.35,18.5,0.027,0.822,33.9,0,low,healthy
PC100727,2024-09-12,metro,basic,organic,23,110,79.86,13,15,0,0.165,12.4,0.473,89.7,0.022,0.819,7.2,0,low,high
PC100728,2024-10-02,metro,basic,paid_search,26,90,43.71,10,9,0,0.208,20.99,0.158,100.0,0.024,0.961,36.5,0,watch,healthy
PC100729,2024-07-02,suburban,plus,social,32,182,69.52,6,9,0,0.107,17.0,0.298,47.6,0.093,1.162,20.0,0,low,healthy
PC100730,2024-02-14,suburban,premium,referral,47,321,86.95,12,10,1,0.44,33.29,0.064,82.1,0.028,0.881,59.2,0,high,low
PC100731,2023-12-31,metro,basic,referral,34,366,107.27,7,12,0,0.122,22.87,0.338,57.3,0.306,1.128,27.6,0,watch,healthy
PC100732,2023-11-27,suburban,basic,social,45,400,11.3,9,11,0,0.079,9.37,0.151,64.7,0.068,0.869,13.5,0,low,healthy
PC100733,2024-05-23,metro,plus,organic,29,222,63.07,4,10,0,0.135,6.66,0.48,77.5,0.034,0.905,28.1,0,low,high
PC100734,2024-01-17,metro,basic,referral,18,349,36.48,14,15,1,0.013,1.27,0.295,44.5,0.028,1.044,19.2,0,low,healthy
PC100735,2024-03-13,rural,premium,social,34,293,31.46,11,15,1,0.166,13.01,0.253,58.2,0.063,1.272,13.6,0,low,healthy
PC100736,2024-03-11,suburban,basic,paid_search,47,295,49.53,7,4,0,0.392,19.68,0.317,77.4,0.044,0.795,49.1,0,watch,healthy
PC100737,2024-06-27,rural,basic,paid_search,30,187,78.24,8,11,0,0.191,40.12,0.096,70.5,0.008,1.104,34.3,0,high,low
PC100738,2024-03-16,metro,plus,referral,44,290,18.39,4,11,1,0.046,17.36,0.339,50.4,0.047,0.869,34.7,0,low,healthy
PC100739,2024-02-15,suburban,basic,affiliate,19,320,56.18,4,10,0,0.101,15.32,0.353,51.7,0.21,1.095,24.3,0,low,high
PC100740,2024-04-23,metro,basic,paid_search,46,252,80.0,7,12,1,0.032,4.03,0.184,81.3,0.138,1.086,42.4,0,low,healthy
PC100741,2024-03-19,metro,basic,referral,33,287,41.08,5,10,0,0.383,26.76,0.321,94.1,0.01,0.972,32.1,0,watch,healthy
PC100742,2023-09-10,suburban,plus,paid_search,37,478,44.85,9,13,1,0.309,22.42,0.258,57.7,0.025,1.151,8.6,0,watch,healthy
PC100743,2024-07-20,metro,plus,referral,35,164,43.85,8,12,0,0.207,15.65,0.233,81.1,0.09,1.141,22.7,0,low,healthy
PC100744,2024-07-18,suburban,basic,referral,47,166,33.0,6,10,0,0.17,22.88,0.094,16.8,0.037,0.938,27.0,0,watch,low
PC100745,2024-07-02,metro,premium,paid_search,48,182,137.94,5,10,1,0.144,14.97,0.26,62.6,0.048,1.061,39.0,0,low,healthy
PC100746,2024-02-16,suburban,basic,organic,56,319,33.18,9,12,1,0.004,9.13,0.095,27.5,0.097,1.109,27.1,0,low,low
PC100747,2023-01-01,metro,plus,paid_search,74,899,52.87,6,8,1,0.127,24.6,0.284,73.1,0.09,0.842,23.5,0,watch,healthy
PC100748,2024-04-29,suburban,premium,organic,25,246,97.08,11,13,0,0.139,7.15,0.401,84.7,0.017,0.758,23.3,0,low,high
PC100749,2024-06-02,suburban,plus,organic,37,212,69.13,8,10,1,0.305,16.43,0.195,78.6,0.052,0.836,24.5,0,low,healthy
PC100750,2024-05-13,suburban,plus,social,38,232,41.34,6,10,2,0.334,31.46,0.068,41.4,0.051,0.946,49.1,0,high,low
PC100751,2024-02-14,metro,plus,affiliate,38,321,94.95,12,13,0,0.058,7.76,0.323,100.0,0.036,1.056,16.7,0,low,healthy
PC100752,2024-10-04,metro,plus,organic,28,88,42.03,4,7,0,0.138,12.34,0.063,100.0,0.047,0.822,27.6,0,low,low
PC100753,2024-08-18,metro,premium,paid_search,38,135,19.36,11,14,1,0.017,2.05,0.04,83.1,0.147,1.046,14.8,0,low,low
PC100754,2024-03-08,suburban,plus,referral,26,298,63.08,10,15,0,0.141,16.44,0.087,48.6,0.074,0.967,18.1,0,low,low
PC100755,2023-11-03,metro,basic,organic,41,424,44.96,13,9,0,0.088,8.59,0.169,70.0,0.032,1.017,29.9,0,low,healthy
PC100756,2024-08-17,metro,plus,organic,53,136,51.07,6,17,1,0.079,35.8,0.25,53.5,0.128,1.063,35.6,1,high,healthy
PC100757,2024-03-24,rural,plus,social,24,282,62.2,5,12,0,0.131,16.84,0.111,64.8,0.254,1.022,45.5,0,low,healthy
PC100758,2023-08-10,rural,plus,paid_search,48,509,36.05,10,10,0,0.069,23.06,0.075,82.6,0.004,0.95,50.5,0,watch,low
PC100759,2024-07-24,metro,basic,organic,62,160,107.38,8,16,3,0.145,36.76,0.202,45.4,0.127,1.037,20.7,0,high,healthy
PC100760,2024-06-08,metro,plus,referral,36,206,44.0,10,9,2,0.21,15.66,0.447,48.4,0.073,0.872,15.0,0,low,high
PC100761,2024-08-03,rural,premium,organic,30,150,90.36,12,9,0,0.364,30.15,0.324,100.0,0.104,0.951,17.2,0,high,healthy
PC100762,2024-05-05,rural,basic,organic,44,240,38.15,4,9,1,0.145,21.83,0.311,39.3,0.077,1.031,30.0,0,watch,healthy
PC100763,2024-06-16,metro,basic,social,28,198,49.34,13,12,3,0.122,17.43,0.385,91.5,0.065,0.984,7.6,0,low,high
PC100764,2024-03-26,rural,plus,social,35,280,63.99,12,14,4,0.5,69.96,0.119,48.2,0.201,1.121,54.1,1,critical,healthy
PC100765,2023-06-16,metro,premium,organic,39,564,93.48,12,9,2,0.065,14.0,0.72,49.9,0.091,0.966,27.4,0,low,high
PC100766,2023-08-24,suburban,basic,affiliate,55,495,50.5,11,12,1,0.528,21.99,0.187,100.0,0.262,0.868,25.3,0,watch,healthy
PC100767,2024-03-20,metro,plus,social,35,286,17.16,6,14,1,0.139,21.86,0.356,50.8,0.04,1.034,21.4,0,watch,high
PC100768,2024-07-17,metro,basic,organic,44,167,39.27,5,10,0,0.145,8.3,0.215,55.0,0.004,0.946,35.6,0,low,healthy
PC100769,2024-05-03,rural,basic,referral,37,242,99.71,2,14,3,0.207,14.67,0.451,22.6,0.122,1.101,36.2,1,low,high
PC100770,2023-01-01,metro,basic,affiliate,49,752,106.02,7,10,1,0.135,10.16,0.249,59.5,0.041,1.156,96.8,0,low,healthy
PC100771,2023-04-11,metro,plus,organic,41,630,62.08,7,8,0,0.316,16.38,0.183,83.4,0.126,1.072,19.5,0,low,healthy
PC100772,2024-08-17,suburban,basic,organic,18,136,48.84,10,17,0,0.366,38.07,0.496,51.2,0.186,0.743,12.0,1,high,high
PC100773,2024-07-07,metro,basic,paid_search,33,177,53.97,14,11,2,0.246,18.32,0.283,89.9,0.07,0.76,13.1,0,watch,healthy
PC100774,2024-08-23,metro,basic,organic,46,130,52.79,8,13,2,0.187,31.81,0.254,65.6,0.059,0.996,35.1,1,high,healthy
PC100775,2024-04-01,metro,plus,social,44,274,39.83,8,15,1,0.127,7.72,0.423,54.9,0.052,1.217,33.8,0,low,high
PC100776,2024-09-14,metro,basic,organic,27,108,55.51,7,9,0,0.243,26.79,0.192,66.9,0.129,1.042,60.9,0,watch,healthy
PC100777,2024-09-15,suburban,plus,referral,49,107,61.33,8,6,0,0.027,7.12,0.258,79.7,0.003,0.944,52.8,0,low,healthy
PC100778,2024-08-26,metro,plus,referral,18,127,28.94,12,13,0,0.07,30.84,0.228,28.9,0.027,0.979,21.6,0,high,healthy
PC100779,2024-08-21,metro,plus,paid_search,43,132,43.89,3,9,1,0.409,21.72,0.036,53.0,0.189,1.168,46.6,1,watch,low
PC100780,2024-08-21,suburban,basic,social,24,132,106.44,3,16,4,0.101,16.92,0.297,35.3,0.094,1.192,38.5,0,low,healthy
PC100781,2024-04-01,metro,basic,social,41,274,66.4,8,11,0,0.034,6.34,0.317,87.9,0.007,1.166,25.5,0,low,healthy
PC100782,2024-07-24,metro,basic,organic,45,160,55.66,6,12,1,0.084,44.04,0.05,69.7,0.186,1.061,39.4,0,high,low
PC100783,2024-06-01,metro,basic,social,36,213,79.99,8,11,0,0.102,11.51,0.247,48.9,0.08,0.849,43.3,0,low,healthy
PC100784,2024-09-30,metro,basic,affiliate,37,92,38.06,10,14,0,0.176,18.11,0.54,40.3,0.002,0.968,9.9,0,watch,high
PC100785,2023-12-25,suburban,plus,organic,43,372,52.27,6,13,3,0.205,38.98,0.272,40.0,0.078,1.004,41.8,0,high,healthy
PC100786,2024-07-08,metro,plus,social,41,176,32.67,6,10,0,0.054,15.7,0.329,57.9,0.085,1.063,16.5,0,low,healthy
PC100787,2024-11-20,rural,premium,affiliate,27,41,31.57,12,13,1,0.201,26.99,0.3,75.6,0.029,0.993,82.1,0,watch,healthy
PC100788,2024-05-04,rural,plus,paid_search,28,241,62.01,6,14,1,0.601,28.5,0.294,61.3,0.026,1.026,26.0,0,watch,healthy
PC100789,2024-04-13,metro,plus,social,54,262,44.64,2,8,0,0.366,15.96,0.359,87.4,0.132,0.741,72.7,0,low,high
PC100790,2023-06-07,suburban,plus,paid_search,31,573,47.26,9,15,1,0.079,18.09,0.273,70.8,0.115,0.956,19.6,0,watch,healthy
PC100791,2024-03-30,metro,basic,referral,30,276,45.0,9,19,0,0.072,15.68,0.358,64.8,0.169,0.932,9.2,0,low,high
PC100792,2023-12-10,metro,basic,organic,40,387,72.16,7,15,1,0.016,18.34,0.336,62.4,0.115,1.089,20.5,0,watch,healthy
PC100793,2023-12-04,suburban,plus,referral,36,393,47.71,6,8,0,0.012,43.25,0.165,63.8,0.13,0.945,47.4,0,high,healthy
PC100794,2024-11-19,metro,plus,paid_search,68,42,89.36,10,14,0,0.023,21.63,0.26,59.4,0.011,0.906,28.5,1,watch,healthy
PC100795,2024-02-08,metro,premium,organic,34,327,70.21,10,9,2,0.084,7.78,0.058,69.4,0.112,0.985,7.9,0,low,low
PC100796,2024-06-09,suburban,plus,social,27,205,26.96,4,8,1,0.103,15.99,0.159,37.0,0.054,1.141,77.5,0,low,healthy
PC100797,2024-06-14,suburban,plus,referral,25,200,42.75,6,12,1,0.117,22.3,0.372,55.5,0.052,0.837,28.0,0,watch,high
PC100798,2024-10-24,metro,plus,social,26,68,55.18,9,18,1,0.321,32.9,0.075,40.3,0.02,1.097,11.5,0,high,low
PC100799,2024-06-30,suburban,plus,referral,33,184,78.24,5,10,1,0.049,13.84,0.02,65.2,0.203,1.013,26.3,0,low,low
PC100800,2024-08-06,metro,basic,affiliate,26,147,61.86,8,14,1,0.22,20.28,0.214,94.7,0.133,0.948,31.0,0,watch,healthy
PC100801,2024-04-03,metro,basic,referral,32,272,39.14,10,15,0,0.043,28.67,0.065,94.8,0.038,1.038,13.4,0,watch,low
PC100802,2024-07-22,suburban,plus,organic,29,162,53.95,8,13,1,0.047,17.27,0.528,61.1,0.061,0.88,35.6,0,low,high
PC100803,2024-04-19,metro,premium,referral,28,256,41.95,6,8,0,0.211,42.56,0.103,54.8,0.049,0.875,68.6,1,high,healthy
PC100804,2024-06-21,suburban,basic,paid_search,27,193,63.72,7,11,0,0.134,14.38,0.524,54.8,0.07,0.822,37.2,0,low,high
PC100805,2023-12-10,suburban,basic,organic,31,387,33.76,10,14,1,0.135,6.48,0.277,41.6,0.033,1.022,7.0,0,low,healthy
PC100806,2024-11-09,suburban,basic,social,49,52,73.52,9,20,1,0.388,26.52,0.251,81.2,0.056,0.839,21.3,0,watch,healthy
PC100807,2024-06-08,rural,plus,organic,50,206,20.55,5,14,2,0.254,30.95,0.294,46.5,0.093,0.926,37.3,1,high,healthy
PC100808,2023-11-05,metro,plus,organic,38,422,34.65,6,10,0,0.259,13.92,0.162,41.7,0.006,1.057,28.1,0,low,healthy
PC100809,2024-03-29,suburban,plus,affiliate,30,277,51.66,4,8,2,0.091,20.36,0.233,57.6,0.181,1.034,24.5,0,watch,healthy
PC100810,2024-07-11,rural,basic,referral,57,173,51.54,6,14,1,0.197,15.29,0.247,56.1,0.037,0.847,41.3,0,low,healthy
PC100811,2023-08-19,metro,premium,social,21,500,39.23,8,21,3,0.112,7.92,0.162,44.4,0.143,1.039,17.8,0,low,healthy
PC100812,2024-11-04,suburban,plus,organic,30,57,33.42,5,10,0,0.14,22.37,0.495,92.1,0.187,1.032,26.3,0,watch,high
PC100813,2023-11-18,suburban,basic,referral,34,409,50.29,8,13,0,0.018,8.9,0.092,90.3,0.002,0.989,11.5,0,low,low
PC100814,2024-07-19,suburban,basic,paid_search,48,165,54.94,3,10,3,0.252,34.76,0.143,54.4,0.098,1.206,36.9,1,high,healthy
PC100815,2024-01-26,suburban,premium,referral,30,340,90.44,9,9,0,0.125,17.0,0.262,70.2,0.025,1.089,10.2,0,low,healthy
PC100816,2023-10-26,rural,plus,referral,42,432,82.89,11,14,0,0.275,27.83,0.19,66.5,0.013,0.87,20.6,0,watch,healthy
PC100817,2023-06-15,metro,basic,paid_search,49,565,43.28,9,12,0,0.241,12.64,0.471,90.2,0.049,1.047,13.4,0,low,high
PC100818,2024-06-27,metro,basic,organic,33,187,53.3,4,5,1,0.316,23.79,0.011,35.2,0.191,1.172,36.9,0,watch,low
PC100819,2024-09-24,metro,basic,affiliate,60,98,47.02,7,9,1,0.265,22.58,0.2,69.5,0.026,0.893,43.2,1,watch,healthy
PC100820,2024-07-20,suburban,premium,social,26,164,35.97,13,12,0,0.164,17.81,0.352,60.7,0.007,0.934,6.6,0,low,high
PC100821,2024-05-18,metro,basic,organic,45,227,51.83,3,11,1,0.05,12.05,0.195,52.5,0.065,0.952,47.1,0,low,healthy
PC100822,2024-08-17,suburban,plus,referral,20,136,44.01,2,7,1,0.32,16.94,0.473,38.5,0.086,0.998,44.8,0,low,high
PC100823,2023-06-28,metro,basic,social,24,552,78.77,3,7,1,0.114,11.91,0.108,21.5,0.062,0.85,103.9,1,low,healthy
PC100824,2024-09-07,suburban,plus,affiliate,46,115,63.67,6,7,1,0.061,10.14,0.173,84.0,0.113,0.859,35.0,0,low,healthy
PC100825,2024-04-29,suburban,premium,social,36,246,53.06,7,12,0,0.136,5.73,0.267,11.7,0.074,0.957,17.2,0,low,healthy
PC100826,2024-02-12,suburban,premium,social,26,323,44.2,8,11,1,0.499,26.07,0.405,83.7,0.13,1.062,26.3,0,watch,high
PC100827,2024-08-19,rural,plus,paid_search,22,134,54.77,9,7,1,0.143,29.48,0.235,62.5,0.08,0.973,36.3,0,watch,healthy
PC100828,2024-03-25,rural,basic,social,32,281,24.73,8,8,3,0.315,23.12,0.354,100.0,0.071,1.079,18.0,0,watch,high
PC100829,2023-11-15,rural,premium,paid_search,32,412,71.59,6,9,3,0.144,22.12,0.192,49.7,0.118,0.884,52.7,0,watch,healthy
PC100830,2023-09-23,rural,basic,paid_search,37,465,46.06,7,9,2,0.344,30.34,0.202,76.4,0.13,0.983,24.0,0,high,healthy
PC100831,2024-06-18,suburban,premium,organic,44,196,46.37,6,11,2,0.018,13.66,0.12,46.5,0.124,1.118,46.1,0,low,healthy
PC100832,2023-12-17,suburban,basic,referral,38,380,106.56,11,9,0,0.322,23.33,0.322,72.7,0.027,1.15,10.4,0,watch,healthy
PC100833,2023-10-10,suburban,plus,social,24,448,57.09,8,14,0,0.061,8.97,0.429,88.6,0.147,1.057,22.0,0,low,high
PC100834,2024-02-12,metro,plus,organic,58,323,72.83,11,15,2,0.259,15.1,0.103,35.9,0.218,0.985,31.6,0,low,healthy
PC100835,2023-09-24,suburban,premium,social,27,464,34.81,12,17,2,0.331,36.4,0.227,60.2,0.133,0.806,10.1,0,high,healthy
PC100836,2024-10-28,suburban,plus,referral,52,64,80.25,11,10,0,0.258,27.45,0.129,47.3,0.079,1.233,11.0,0,watch,healthy
PC100837,2023-03-18,metro,plus,organic,27,654,39.97,6,7,0,0.065,8.4,0.352,33.9,0.081,1.15,25.0,0,low,high
PC100838,2024-05-25,metro,plus,paid_search,34,220,24.61,7,9,0,0.089,22.79,0.241,47.8,0.068,0.764,27.3,0,watch,healthy
PC100839,2024-09-05,suburban,plus,organic,19,117,89.22,1,10,2,0.08,14.96,0.301,46.6,0.075,0.994,51.1,0,low,healthy
PC100840,2024-09-23,metro,basic,referral,18,99,49.52,5,11,0,0.219,10.37,0.181,44.2,0.043,1.043,35.2,0,low,healthy
PC100841,2024-03-18,suburban,plus,referral,35,288,73.93,7,8,0,0.017,29.9,0.174,37.0,0.108,1.222,31.0,1,watch,healthy
PC100842,2024-09-09,metro,premium,organic,43,113,36.62,13,14,0,0.084,19.11,0.386,95.5,0.018,0.875,43.7,0,watch,high
PC100843,2024-08-27,suburban,basic,organic,34,126,86.41,4,6,1,0.415,35.5,0.388,50.8,0.117,1.191,25.7,0,high,high
PC100844,2023-09-04,metro,plus,social,35,484,43.43,4,11,3,0.448,43.46,0.299,54.8,0.093,1.169,42.4,0,high,healthy
PC100845,2024-11-20,metro,premium,organic,40,41,92.71,13,16,0,0.188,43.8,0.149,80.7,0.027,1.098,15.4,1,high,healthy
PC100846,2023-09-23,suburban,basic,organic,30,465,93.41,7,10,0,0.033,9.67,0.254,52.7,0.017,0.72,20.9,0,low,healthy
PC100847,2024-05-23,suburban,basic,organic,44,222,51.68,5,13,2,0.157,15.88,0.253,81.5,0.064,0.868,32.9,1,low,healthy
PC100848,2023-12-10,suburban,premium,paid_search,42,387,53.35,8,13,0,0.088,15.37,0.152,67.1,0.012,1.096,15.8,0,low,healthy
PC100849,2023-11-21,metro,plus,social,41,406,33.09,8,6,2,0.086,16.41,0.202,63.3,0.038,1.065,19.5,0,low,healthy
PC100850,2023-10-28,suburban,basic,paid_search,26,430,45.72,5,10,0,0.195,20.81,0.331,39.9,0.165,1.036,34.3,0,watch,healthy
PC100851,2024-08-24,metro,basic,paid_search,41,129,20.77,5,7,1,0.27,14.66,0.323,74.0,0.084,0.976,48.6,0,low,healthy
PC100852,2024-09-21,metro,plus,paid_search,61,101,36.48,8,17,1,0.346,22.28,0.062,70.1,0.103,1.048,25.7,0,watch,low
PC100853,2024-01-24,metro,basic,paid_search,18,342,48.95,6,9,1,0.325,36.76,0.306,26.8,0.031,0.879,22.6,0,high,healthy
PC100854,2024-08-27,metro,plus,paid_search,34,126,83.62,8,14,4,0.562,39.71,0.091,72.3,0.163,0.924,7.7,1,high,low
PC100855,2024-07-04,rural,basic,affiliate,19,180,53.26,14,12,3,0.17,17.89,0.52,54.1,0.096,0.961,3.0,0,low,high
PC100856,2024-08-11,metro,basic,organic,19,142,60.61,9,12,0,0.046,15.13,0.361,70.4,0.399,0.909,52.9,0,low,high
PC100857,2024-05-19,metro,premium,organic,27,226,36.59,12,12,1,0.05,8.63,0.269,65.7,0.201,1.004,20.2,0,low,healthy
PC100858,2024-09-28,metro,basic,organic,47,94,43.63,10,11,1,0.202,17.87,0.174,31.1,0.041,1.091,63.8,0,low,healthy
PC100859,2024-03-03,suburban,premium,paid_search,32,303,65.96,10,9,2,0.061,8.03,0.314,86.1,0.042,0.95,14.2,0,low,healthy
PC100860,2023-11-14,metro,plus,social,43,413,83.44,8,10,1,0.071,29.4,0.061,56.2,0.172,1.064,38.0,0,watch,low
PC100861,2023-10-03,metro,basic,social,38,455,40.48,9,10,1,0.105,23.1,0.129,61.5,0.092,1.15,7.8,0,watch,healthy
PC100862,2023-11-20,suburban,basic,social,32,407,64.56,9,11,1,0.04,22.32,0.315,100.0,0.216,1.147,13.7,0,watch,healthy
PC100863,2024-05-16,suburban,basic,paid_search,60,229,40.74,11,15,2,0.023,3.43,0.213,37.2,0.143,1.052,11.1,0,low,healthy
PC100864,2024-03-08,suburban,basic,organic,40,298,63.75,5,7,0,0.15,19.45,0.188,26.2,0.074,0.852,30.9,0,watch,healthy
PC100865,2024-11-01,suburban,premium,affiliate,40,60,39.53,4,9,0,0.183,9.98,0.503,58.4,0.161,1.164,34.3,0,low,high
PC100866,2024-03-07,metro,premium,paid_search,58,299,99.99,11,13,0,0.261,27.47,0.245,76.7,0.157,1.085,14.7,0,watch,healthy
PC100867,2024-01-24,suburban,basic,social,18,342,105.01,5,10,2,0.24,27.99,0.341,50.5,0.083,0.904,26.1,0,watch,healthy
PC100868,2024-10-30,suburban,plus,social,47,62,63.09,12,14,0,0.072,7.51,0.299,83.3,0.133,0.803,12.7,0,low,healthy
PC100869,2024-09-11,suburban,basic,social,48,111,52.93,8,8,0,0.175,8.89,0.467,47.4,0.126,1.044,65.6,0,low,high
PC100870,2024-07-25,suburban,premium,referral,41,159,41.99,7,13,1,0.105,5.84,0.121,64.4,0.106,1.05,48.7,0,low,healthy
PC100871,2024-05-13,metro,basic,paid_search,18,232,59.92,10,13,2,0.103,12.01,0.228,81.3,0.068,1.086,65.6,0,low,healthy
PC100872,2023-09-21,metro,premium,paid_search,35,467,83.74,16,13,0,0.149,21.88,0.086,52.8,0.047,0.794,35.1,0,watch,low
PC100873,2024-04-03,suburban,basic,paid_search,36,272,87.43,10,11,1,0.15,20.9,0.43,71.8,0.161,0.876,9.5,0,watch,high
PC100874,2024-09-22,rural,plus,paid_search,29,100,100.68,11,13,1,0.166,25.47,0.339,78.1,0.059,1.045,40.9,0,watch,healthy
PC100875,2024-06-25,metro,plus,organic,55,189,63.06,10,11,0,0.481,34.42,0.015,86.5,0.034,0.901,10.8,0,high,low
PC100876,2024-07-16,suburban,premium,affiliate,49,168,27.05,10,10,2,0.237,29.58,0.121,69.1,0.113,0.864,26.1,0,watch,healthy
PC100877,2024-02-05,metro,premium,organic,18,330,38.04,9,14,2,0.007,8.28,0.222,27.5,0.041,1.104,37.3,0,low,healthy
PC100878,2024-04-07,rural,basic,social,42,268,132.14,6,9,0,0.109,14.25,0.326,53.7,0.013,1.067,32.6,0,low,healthy
PC100879,2023-10-05,metro,basic,paid_search,35,453,60.73,6,11,1,0.125,10.7,0.325,64.0,0.044,0.957,44.8,0,low,healthy
PC100880,2024-08-08,rural,plus,social,60,145,40.76,12,18,1,0.055,23.9,0.201,65.0,0.084,0.876,26.0,1,watch,healthy
PC100881,2024-04-02,suburban,basic,paid_search,44,273,32.28,8,13,2,0.066,18.47,0.242,47.4,0.106,1.049,53.6,0,watch,healthy
PC100882,2024-08-25,metro,basic,social,18,128,26.84,4,12,0,0.2,16.34,0.415,71.7,0.092,0.881,30.1,0,low,high
PC100883,2023-10-04,metro,premium,social,26,454,54.94,10,15,1,0.048,31.32,0.311,90.0,0.138,1.046,6.4,0,high,healthy
PC100884,2023-07-22,suburban,premium,referral,20,528,41.42,12,15,0,0.048,6.3,0.266,40.7,0.069,1.105,19.5,0,low,healthy
PC100885,2024-06-05,metro,plus,referral,39,209,84.55,8,15,0,0.105,19.46,0.415,65.0,0.007,1.029,9.9,0,watch,high
PC100886,2024-02-22,suburban,plus,organic,51,313,80.81,7,8,0,0.033,6.08,0.246,81.5,0.027,0.907,13.8,0,low,healthy
PC100887,2024-11-23,suburban,plus,paid_search,43,38,26.55,3,6,1,0.108,25.58,0.283,53.1,0.135,1.167,46.7,0,watch,healthy
PC100888,2024-02-03,metro,basic,paid_search,35,332,104.28,9,8,1,0.133,9.29,0.108,35.4,0.042,1.035,12.9,0,low,healthy
PC100889,2024-05-11,rural,basic,affiliate,45,234,74.95,6,11,3,0.428,32.62,0.457,48.3,0.054,1.179,28.3,0,high,high
PC100890,2024-08-18,rural,basic,paid_search,41,135,45.31,10,12,5,0.383,28.45,0.125,35.9,0.224,1.014,31.2,0,watch,healthy
PC100891,2024-07-22,metro,plus,paid_search,40,162,37.01,9,7,1,0.128,63.02,0.177,72.1,0.06,0.964,16.9,1,critical,healthy
PC100892,2024-05-19,suburban,basic,organic,23,226,41.36,4,8,2,0.302,20.84,0.081,64.0,0.087,1.115,23.6,0,watch,low
PC100893,2024-04-14,metro,basic,referral,51,261,75.17,3,10,1,0.035,6.98,0.154,40.8,0.146,0.853,69.2,0,low,healthy
PC100894,2024-06-20,rural,basic,affiliate,30,194,68.61,6,12,2,0.068,44.23,0.408,58.5,0.098,0.867,20.7,1,high,high
PC100895,2024-02-23,suburban,basic,organic,29,312,50.53,6,8,1,0.198,11.66,0.224,68.1,0.053,1.064,22.0,0,low,healthy
PC100896,2024-10-08,suburban,basic,affiliate,48,84,52.93,9,18,3,0.512,33.75,0.414,41.5,0.108,1.053,13.7,1,high,high
PC100897,2023-01-01,suburban,basic,organic,29,737,34.75,10,9,0,0.173,12.02,0.461,60.7,0.076,1.041,14.4,0,low,high
PC100898,2024-08-06,suburban,basic,organic,34,147,75.82,11,14,0,0.256,40.62,0.095,69.6,0.059,0.849,1.2,1,high,low
PC100899,2023-02-10,metro,basic,referral,33,690,91.01,5,8,1,0.127,17.59,0.515,75.6,0.046,0.881,30.9,0,low,high
PC100900,2023-12-28,metro,basic,paid_search,18,369,81.47,2,12,2,0.074,11.0,0.091,75.4,0.191,0.962,39.8,0,low,low
PC100901,2024-02-17,metro,plus,paid_search,25,318,69.06,10,10,1,0.465,20.36,0.2,78.3,0.14,0.966,20.9,1,watch,healthy
PC100902,2024-05-17,metro,premium,organic,34,228,37.03,9,10,0,0.055,6.33,0.417,70.8,0.005,1.133,49.8,0,low,high
PC100903,2024-08-04,rural,basic,organic,40,149,36.46,8,11,1,0.218,15.39,0.501,53.2,0.081,0.974,57.5,1,low,high
PC100904,2024-06-21,metro,plus,paid_search,52,193,31.12,6,7,1,0.256,23.04,0.176,64.9,0.23,1.05,30.8,0,watch,healthy
PC100905,2024-08-02,rural,premium,affiliate,18,151,36.23,13,15,3,0.191,17.3,0.352,65.4,0.243,1.189,39.0,0,low,high
PC100906,2024-07-06,metro,plus,social,43,178,40.98,12,16,1,0.042,14.65,0.124,77.9,0.082,1.012,39.0,0,low,healthy
PC100907,2024-06-16,metro,basic,social,44,198,45.45,8,14,0,0.013,17.63,0.219,76.8,0.07,0.942,43.3,0,low,healthy
PC100908,2024-09-23,rural,basic,organic,46,99,94.65,9,9,0,0.256,16.09,0.422,74.0,0.039,0.933,30.6,0,low,high
PC100909,2023-11-17,metro,plus,organic,28,410,28.68,6,9,0,0.093,16.62,0.162,56.2,0.019,0.922,38.7,0,low,healthy
PC100910,2024-03-10,suburban,plus,affiliate,62,296,101.13,8,9,2,0.118,20.37,0.305,54.9,0.042,1.004,22.3,0,watch,healthy
PC100911,2024-04-27,metro,plus,affiliate,33,248,32.38,16,12,1,0.013,7.94,0.398,92.9,0.209,0.95,27.4,0,low,high
PC100912,2024-03-04,suburban,plus,social,32,302,38.93,9,18,0,0.113,14.4,0.549,54.5,0.072,0.962,34.0,0,low,high
